lon,lat,alt
152.862217334003759,-30.3638710669142498,304.8494873046875
152.862269525299666,-30.3638710669142498,305.1231689453125
152.862321716595574,-30.3638710669142498,306.31182861328125
152.862373907891481,-30.3638710669142498,307.90435791015625
152.862426099187388,-30.3638710669142498,309.166229248046875
152.862478290483295,-30.3638710669142498,310.869110107421875
152.862530481779203,-30.3638710669142498,313.79296875
152.86258267307511,-30.3638710669142498,314.39923095703125
152.862634864371017,-30.3638710669142498,314.766845703125
152.862687055666925,-30.3638710669142498,315.1304931640625
152.862739246962832,-30.3638710669142498,315.450653076171875
152.862791438258739,-30.3638710669142498,315.303955078125
152.862843629554646,-30.3638710669142498,315.763671875
152.862895820850554,-30.3638710669142498,316.506072998046875
152.862948012146461,-30.3638710669142498,317.33111572265625
152.863000203442368,-30.3638710669142498,318.24615478515625
152.863052394738276,-30.3638710669142498,318.6533203125
152.863104586034183,-30.3638710669142498,318.235595703125
152.86315677733009,-30.3638710669142498,317.8087158203125
152.863208968625997,-30.3638710669142498,317.40838623046875
152.863261159921905,-30.3638710669142498,316.9901123046875
152.863313351217812,-30.3638710669142498,315.722412109375
152.863365542513719,-30.3638710669142498,314.698486328125
152.863417733809626,-30.3638710669142498,313.790191650390625
152.863469925105534,-30.3638710669142498,312.566650390625
152.863522116401441,-30.3638710669142498,310.767608642578125
152.863574307697348,-30.3638710669142498,308.31805419921875
152.863626498993256,-30.3638710669142498,307.19659423828125
152.863678690289163,-30.3638710669142498,305.604095458984375
152.86373088158507,-30.3638710669142498,304.053680419921875
152.863783072880949,-30.3638710669142498,302.3890380859375
152.863835264176856,-30.3638710669142498,300.85284423828125
152.863887455472764,-30.3638710669142498,299.43701171875
152.863939646768671,-30.3638710669142498,298.0242919921875
152.863991838064578,-30.3638710669142498,296.67108154296875
152.864044029360485,-30.3638710669142498,295.154571533203125
152.864096220656393,-30.3638710669142498,293.3511962890625
152.8641484119523,-30.3638710669142498,291.904083251953125
152.864200603248207,-30.3638710669142498,290.45330810546875
152.864252794544115,-30.3638710669142498,288.9395751953125
152.864304985840022,-30.3638710669142498,287.336090087890625
152.864357177135929,-30.3638710669142498,285.738128662109375
152.864409368431836,-30.3638710669142498,284.294158935546875
152.864461559727744,-30.3638710669142498,282.821685791015625
152.864513751023651,-30.3638710669142498,281.297760009765625
152.864565942319558,-30.3638710669142498,279.763427734375
152.864618133615465,-30.3638710669142498,278.29864501953125
152.864670324911373,-30.3638710669142498,276.804473876953125
152.86472251620728,-30.3638710669142498,275.347869873046875
152.864774707503187,-30.3638710669142498,273.865997314453125
152.864826898799095,-30.3638710669142498,272.381072998046875
152.864879090095002,-30.3638710669142498,271.121917724609375
152.864931281390909,-30.3638710669142498,268.929962158203125
152.864983472686816,-30.3638710669142498,267.024200439453125
152.865035663982724,-30.3638710669142498,265.160003662109375
152.865087855278631,-30.3638710669142498,263.039886474609375
152.865140046574538,-30.3638710669142498,260.777801513671875
152.865192237870446,-30.3638710669142498,258.195068359375
152.865244429166353,-30.3638710669142498,256.130706787109375
152.86529662046226,-30.3638710669142498,254.501358032226562
152.865348811758139,-30.3638710669142498,254.2027587890625
152.865401003054046,-30.3638710669142498,254.446884155273438
152.865453194349953,-30.3638710669142498,254.598037719726562
152.865505385645861,-30.3638710669142498,254.61224365234375
152.865557576941768,-30.3638710669142498,254.256118774414062
152.865609768237675,-30.3638710669142498,253.759796142578125
152.865661959533583,-30.3638710669142498,253.041244506835938
152.86571415082949,-30.3638710669142498,251.871917724609375
152.865766342125397,-30.3638710669142498,251.0050048828125
152.865818533421304,-30.3638710669142498,250.187393188476562
152.865870724717212,-30.3638710669142498,249.414321899414062
152.865922916013119,-30.3638710669142498,248.94464111328125
152.865975107309026,-30.3638710669142498,248.462478637695312
152.866027298604934,-30.3638710669142498,247.9595947265625
152.866079489900841,-30.3638710669142498,247.224044799804688
152.866131681196748,-30.3638710669142498,246.936004638671875
152.866183872492655,-30.3638710669142498,246.965240478515625
152.866236063788563,-30.3638710669142498,246.948394775390625
152.86628825508447,-30.3638710669142498,246.912155151367188
152.866340446380377,-30.3638710669142498,247.094436645507812
152.866392637676284,-30.3638710669142498,247.163116455078125
152.866444828972192,-30.3638710669142498,247.10479736328125
152.866497020268099,-30.3638710669142498,246.919204711914062
152.866549211564006,-30.3638710669142498,246.762115478515625
152.866601402859914,-30.3638710669142498,246.97784423828125
152.866653594155821,-30.3638710669142498,246.574996948242188
152.866705785451728,-30.3638710669142498,246.16351318359375
152.866757976747635,-30.3638710669142498,245.52716064453125
152.866810168043543,-30.3638710669142498,244.914474487304688
152.86686235933945,-30.3638710669142498,244.192916870117188
152.866914550635329,-30.3638710669142498,243.598648071289062
152.866966741931236,-30.3638710669142498,243.224044799804688
152.867018933227143,-30.3638710669142498,243.16900634765625
152.867071124523051,-30.3638710669142498,242.896392822265625
152.867123315818958,-30.3638710669142498,242.552520751953125
152.867175507114865,-30.3638710669142498,242.019271850585938
152.867227698410773,-30.3638710669142498,241.432205200195312
152.86727988970668,-30.3638710669142498,240.879486083984375
152.867332081002587,-30.3638710669142498,239.994277954101562
152.867384272298494,-30.3638710669142498,239.058273315429688
152.867436463594402,-30.3638710669142498,238.01531982421875
152.867488654890309,-30.3638710669142498,236.893844604492188
152.867540846186216,-30.3638710669142498,236.02099609375
152.867593037482123,-30.3638710669142498,235.068038940429688
152.867645228778031,-30.3638710669142498,233.856597900390625
152.867697420073938,-30.3638710669142498,232.630523681640625
152.867749611369845,-30.3638710669142498,231.40203857421875
152.867801802665753,-30.3638710669142498,230.171279907226562
152.86785399396166,-30.3638710669142498,228.95147705078125
152.867906185257567,-30.3638710669142498,228.004486083984375
152.867958376553474,-30.3638710669142498,226.615554809570312
152.868010567849382,-30.3638710669142498,224.794403076171875
152.868062759145289,-30.3638710669142498,223.321075439453125
152.868114950441196,-30.3638710669142498,221.74871826171875
152.868167141737104,-30.3638710669142498,220.550994873046875
152.868219333033011,-30.3638710669142498,219.557647705078125
152.868271524328918,-30.3638710669142498,218.489395141601562
152.868323715624825,-30.3638710669142498,217.225326538085938
152.868375906920733,-30.3638710669142498,215.922714233398438
152.86842809821664,-30.3638710669142498,214.670516967773438
152.868480289512547,-30.3638710669142498,213.48388671875
152.868532480808426,-30.3638710669142498,212.117202758789062
152.868584672104333,-30.3638710669142498,210.590118408203125
152.868636863400241,-30.3638710669142498,208.9810791015625
152.868689054696148,-30.3638710669142498,206.99639892578125
152.868741245992055,-30.3638710669142498,204.93499755859375
152.868793437287962,-30.3638710669142498,202.900405883789062
152.86884562858387,-30.3638710669142498,200.870315551757812
